id,label,text,image_url,publish_date,image_id
6611,real,A middle school student was killed by a city management law enforcement vehicle in Nanchang Jiangxi with the driver fleeing the scene before turning himself in On the afternoon of December 11 near Shunwai Road in Nanchang a city management vehicle struck and killed a middle school student Witnesses at the scene stated that the male student fell off his bike suddenly and the city management vehicle traveling at a high speed from east to west ran over the boy The driver has now turned himself in and the police have intervened The Beijing News O A city management law enforcement vehicle in Nanchang Jiangxi killed a middle school student the driver has turned himself in,,,
6612,real,Taobao Mobile Launches Content Open Plan Sharing 2 Billion Market Commission in Three Years On September 14 Taobao Mobile announced the launch of the Content Open Plan in Beijing It will allocate high-quality resources and traffic from the homepage of Taobao Mobile such as Taobao Headlines Good Goods etc to encourage media self-media influencers community operators and experienced consumers to join the Taobao Mobile open platform providing consumers with personalized and diverse content O web link,,,
6613,fake,Who is interested in adopting a dog for free We have Rottweilers Golden Retrievers German Shepherds Poodles Chihuahuas local dogs and Tibetan mastiffs A dog slaughterhouse in Huangpu Flower Bird Fish and Stone Market has been shut down There are thousands of dogs and those unadopted will be put to sleep If you want to adopt call 13538762091 Mr Liang The deadline is August 29 2014 and its free adoption If you cant adopt please help by sharing this message to save the poor dogs,,,
6614,real,Former China Banking Regulatory Commission Chairman Liu Mingkang Conducts Research and Gives Speech in Kunming On November 29th according to a message from the Yabuli China Entrepreneurs Forum WeChat account Liu Mingkang a member of the National Committee of the Chinese Peoples Political Consultative Conference CPPCC Deputy Director of the Economic Committee former Chairman of the China Banking Regulatory Commission and Honorary President of the Yabuli Forum conducted research on corporate management and operation in Kunming from the 27th to the 29th and delivered a speech titled Challenges and Opportunities Faced by the Chinese Economy,,,
6615,fake,Today Mr Run Run Shaw was laid to rest When Steve Jobs passed away the Chinese flooded the internet with posts However upon Mr Shaws death there was hardly anyone seen mourning for him There are thousands of school buildings named Yifu Teaching Building and numerous hospitals with Yifu Outpatient Building This elderly gentleman dedicated his life to donating medical and educational facilities worth billions To our nation he is truly much greater than Steve Jobs Farewell Mr Yifu may your journey be a peaceful one,,,
6616,fake,Forty-six people escaped from a prison in Mianyang Sichuan including 45 men and 1 woman Most of them are post-90s The majority of men are rapists and the woman is a murderer A woman was gang-raped below Nanshan Wanted posters have been posted in various places in Jiangyou Santai and Mianyang Please be cautious I am here 2 Mianyang · Sichuan Conservatory of Music Mianyang Art College,,,
6617,fake,Nokia The Sad Feeling Behind the Love In the 2008 Wenchuan earthquake Nokia donated 50 million Apple donated 400000 and Samsung donated nothing In the 2013 Yaan earthquake Apple donated 50 million Samsung donated 60 million and Nokia donated 1 million and 4000 mobile phones Nokias net loss was 150 million euros in the first quarter of 2013 When seeing the 4000 mobile phones following the 1 million does it bring a sense of sadness dedicating to our youth that will eventually fade away,,,
6618,real,Leaders of Central Conservatory of Music Beijing University of Posts and Telecommunications and other colleges violated eight provisions and were removed from their positions Today the Party Group of the Ministry of Education issued a notification on several typical cases including the violations of the Central Committees eight provisions by Wang Cizhao member of the Party Committee and president of the Central Conservatory of Music for his daughters irregular wedding banquet and Beijing University of Posts and Telecommunications for falsifying expenses to set up a slush fund Jinghua reporter Zhang Xiaoge The Ministry of Education notified three colleges of four typical disciplinary violations,,,
6619,fake,Tanggu Explosion Truth What are you hiding government,,,
6620,fake,The China Minsheng Banking Corp Ltd Wuhan Branch has internally declared bankruptcy and the relevant provisions have been released Latest updates will be announced in succession shortly Bank deposit customers with amounts over 500000 RMB will be uniformly compensated with 500000 RMB while investment management customers will not receive any compensation Can’t one’s ancestral money be deposited in a bank ShruggingShrugging O web link,,,
6621,fake,Please help my friends in Taiyuan Shanxi to forward this Help spread the word This morning a little girl over three years old was abducted near YiXin Homeland Community in the High-Tech Development Zone The girl can accurately state her fathers mobile phone number Surveillance shows she was carried away by a man in his forties Brothers and sisters please be alert upon seeing this information Contact Zheng Chunrong 13969597919 2 South Ring East Road,,,
